,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14
435,0.035293672,0.4849232,0.029376885,0.03895776,0.031448103,0.025201872,0.03757013,0.036585495,0.024912449,0.034407027,0.023716655,0.04548822,0.03712177,0.069775514,0.045221243
436,0.048638046,0.04666486,0.04961089,0.05351496,0.050705492,0.07769865,0.046356115,0.043340072,0.0874887,0.09789612,0.052809276,0.16544576,0.06564638,0.05417872,0.060005955
437,0.06300755,0.028816199,0.049925435,0.049478836,0.14408594,0.09766332,0.048834484,0.051709026,0.06984209,0.051900238,0.11174201,0.051518593,0.06926972,0.039172642,0.07303388
438,0.05104648,0.042692613,0.117256515,0.04996774,0.08631209,0.08367142,0.037736017,0.05123273,0.058720868,0.05004423,0.09381488,0.06776449,0.08337668,0.06869735,0.05766595
439,0.0590783,0.023553727,0.052890033,0.044208,0.20417054,0.07360253,0.043495428,0.056271475,0.05321345,0.038243614,0.095538124,0.055778388,0.075454205,0.039159983,0.08534218
440,0.0780689,0.05981966,0.04087038,0.056185458,0.058647733,0.033966664,0.09039304,0.2724538,0.041870683,0.03792488,0.045815725,0.04412217,0.040859267,0.038443666,0.060557958
441,0.05504203,0.031730182,0.0914355,0.05199352,0.067660026,0.08818823,0.04503694,0.044317983,0.116651356,0.07220688,0.04965163,0.07914995,0.070976295,0.06283255,0.073126905
442,0.24795787,0.046381995,0.030589944,0.07838018,0.038073983,0.04426346,0.118243106,0.083798334,0.04293233,0.062712364,0.06076543,0.0414769,0.03397174,0.037536956,0.032915406
443,0.06225316,0.033442713,0.069589354,0.053475376,0.08363567,0.08751454,0.054359633,0.06129171,0.08799831,0.060834687,0.07219456,0.08074393,0.06386566,0.053168062,0.075632624
444,0.11922457,0.057042774,0.04830935,0.06511745,0.06105273,0.05061257,0.081250176,0.15154842,0.056492817,0.047380358,0.0601145,0.050306864,0.05631952,0.0412316,0.05399628
445,0.05717469,0.03890628,0.10201268,0.048812985,0.06852089,0.08508237,0.0483885,0.050201647,0.10395795,0.059104484,0.058799114,0.06982483,0.07330176,0.06310144,0.07281042
446,0.09418129,0.062664054,0.04781392,0.07645392,0.0537408,0.047033444,0.09523012,0.15559438,0.061092608,0.05317248,0.050911535,0.049953587,0.05088315,0.04274611,0.058528624
447,0.05815967,0.054420676,0.051834915,0.039956942,0.06291139,0.07099186,0.05810633,0.054987878,0.08459329,0.054256234,0.080018096,0.030188471,0.1553554,0.06773372,0.076485135
448,0.046868477,0.04786299,0.17332016,0.04951509,0.078912035,0.055137374,0.04516744,0.060244016,0.05048698,0.05115027,0.063480526,0.057860546,0.083040036,0.08262855,0.05432545
449,0.051269602,0.03455795,0.13273458,0.049854066,0.090990394,0.10055205,0.0384057,0.047212347,0.0603009,0.04857124,0.102534436,0.05642025,0.06672908,0.05228251,0.06758488
450,0.054818306,0.03502825,0.088899255,0.05536745,0.0702295,0.08078045,0.04361781,0.05469871,0.090480894,0.0654889,0.057963416,0.10165015,0.06813268,0.06483858,0.068005584
451,0.065773316,0.030241469,0.0519082,0.052248284,0.14911593,0.0863524,0.051050328,0.055988304,0.06294178,0.053846966,0.101118766,0.05649459,0.066383086,0.04093142,0.0756051
452,0.0599909,0.03613227,0.09026694,0.047199607,0.08885953,0.0863617,0.043116007,0.040351108,0.056692768,0.06708722,0.0825815,0.05861705,0.07191228,0.09509491,0.07573622
453,0.041850332,0.031212209,0.115181394,0.0736718,0.019622762,0.025224267,0.049508758,0.078786075,0.03545737,0.06154275,0.021128574,0.04158314,0.03959825,0.32570723,0.039925154
454,0.07833774,0.032540597,0.03552337,0.2761427,0.024211207,0.041706868,0.0914931,0.03289655,0.05178608,0.14573099,0.03402361,0.045258205,0.033520248,0.048298992,0.02852978
455,0.057581324,0.035120077,0.077123396,0.05537722,0.060948145,0.09512686,0.052145425,0.04164225,0.13871908,0.076053485,0.06990519,0.051174153,0.06950023,0.053314343,0.06626878
456,0.04434974,0.048275843,0.15361397,0.04613563,0.04517386,0.043043572,0.040111683,0.05661765,0.05497023,0.052127395,0.038307916,0.04477094,0.12973055,0.09335083,0.10942022
457,0.06043626,0.22445047,0.045658886,0.069682285,0.036951225,0.035483256,0.09652336,0.06573773,0.037975427,0.058360938,0.03524291,0.06780065,0.040990483,0.08163184,0.04307431
458,0.0643048,0.05972487,0.054070614,0.0592282,0.0902089,0.07152091,0.07463993,0.06045027,0.05494997,0.05085625,0.1345441,0.04330236,0.06388914,0.04736319,0.07094645
459,0.061709885,0.051761795,0.04748653,0.049529105,0.1142998,0.0943725,0.050912708,0.05641377,0.056406695,0.050044715,0.135578,0.048821595,0.067859076,0.04405695,0.070746966
460,0.06453443,0.040519238,0.054092135,0.12969168,0.042988762,0.06797305,0.0648497,0.0389869,0.08961597,0.1355834,0.04917446,0.06027631,0.056631297,0.055315647,0.049767077
461,0.059705764,0.042975135,0.05570924,0.045988824,0.07379148,0.070263356,0.05128691,0.060798872,0.07545038,0.051091947,0.07016801,0.04286858,0.11888391,0.05333831,0.12767923
462,0.06015452,0.085004546,0.061722692,0.053583734,0.08093479,0.0750583,0.060825337,0.056733977,0.06571468,0.054377317,0.10559584,0.047134776,0.06600193,0.056485802,0.07067174
463,0.07598522,0.08164332,0.044996716,0.12665781,0.033960212,0.044833682,0.15079111,0.06615405,0.048650373,0.075383306,0.05362113,0.049446363,0.04123408,0.06343164,0.043210946
464,0.057915796,0.028929839,0.07064402,0.059114505,0.073957875,0.09228248,0.0583648,0.048442394,0.11586321,0.07856414,0.07044488,0.055632703,0.070883445,0.05094516,0.06801483
465,0.055664927,0.05595028,0.09888385,0.052978117,0.09830201,0.058295853,0.05483095,0.057860952,0.0525679,0.050180547,0.08468175,0.048535205,0.0836356,0.069053724,0.07857837
466,0.030178664,0.46826872,0.04122178,0.030512221,0.033761166,0.029385239,0.025897607,0.031415656,0.028845388,0.03003168,0.023940671,0.06175756,0.044579953,0.08029486,0.039908845
467,0.06021516,0.021215348,0.056926433,0.04696215,0.17862163,0.0802938,0.043136887,0.053654615,0.06497897,0.04494672,0.09053787,0.057162896,0.076464646,0.041985724,0.08289723
468,0.057160225,0.02045627,0.062253416,0.04159586,0.15856044,0.088574566,0.035754733,0.051312942,0.075417675,0.047220692,0.08085155,0.064724594,0.082842134,0.043081507,0.09019344
469,0.050574493,0.031913783,0.0866864,0.044968378,0.06316143,0.084479675,0.047418397,0.04359875,0.133016,0.07073801,0.05698371,0.073300995,0.076085344,0.056350812,0.08072377
470,0.052837115,0.033537135,0.09501731,0.050102223,0.0747469,0.08654555,0.043966226,0.051013824,0.091789976,0.06152771,0.061127126,0.095633686,0.072183676,0.061817218,0.06815433
471,0.05320068,0.028819982,0.06472268,0.053969264,0.065359086,0.09814944,0.045924522,0.036130484,0.16274339,0.08884019,0.061898913,0.06394626,0.061209287,0.050623287,0.064462475
472,0.054894242,0.043598242,0.11283555,0.053689193,0.06265589,0.07825521,0.048823256,0.058579303,0.081847265,0.05684715,0.058100533,0.08467997,0.06882738,0.0677691,0.06859771
473,0.04549479,0.119995154,0.062262308,0.04246407,0.05085744,0.053761523,0.045724288,0.056732513,0.052008178,0.05671916,0.049756162,0.16707557,0.06378335,0.07553394,0.057831615
474,0.07288761,0.088997245,0.049834408,0.06643548,0.053720776,0.03546583,0.0872846,0.20491381,0.043454204,0.039711364,0.04485878,0.057980485,0.041331228,0.050513808,0.06261039
475,0.058841772,0.12579721,0.04870277,0.10344128,0.027027195,0.031055897,0.17686825,0.07875837,0.04029771,0.06478955,0.04472601,0.04981999,0.0345489,0.0755087,0.039816413
476,0.20038462,0.052957512,0.03646395,0.08075591,0.0473056,0.048188098,0.11094702,0.08423214,0.04825746,0.06048228,0.059611313,0.046686202,0.03882011,0.043807182,0.04110056
477,0.03326478,0.53413177,0.025780596,0.031891573,0.029025385,0.02355986,0.029699134,0.03465168,0.022982668,0.02838252,0.021623524,0.042731516,0.036188945,0.06542724,0.04065886
478,0.09610124,0.06413103,0.040606447,0.06722002,0.049896695,0.037615195,0.085028425,0.23159309,0.049954284,0.040235475,0.044822842,0.050163906,0.0459685,0.0391306,0.057532318
479,0.063719876,0.029919464,0.05344023,0.046955913,0.16554852,0.07886737,0.0464695,0.059584353,0.059355136,0.04383044,0.098914,0.05391375,0.07220716,0.042729165,0.08454516
480,0.054222006,0.024447104,0.06636304,0.045134485,0.112655014,0.104048476,0.03885516,0.043186154,0.101582736,0.06322958,0.07462913,0.07695994,0.068938635,0.04596415,0.07978443
481,0.051866613,0.09460284,0.12910512,0.077144526,0.0266051,0.032391295,0.106619984,0.054806408,0.044883177,0.10193103,0.037217047,0.055046175,0.032696925,0.11940189,0.035681877
482,0.080169804,0.108584896,0.027829064,0.15178846,0.022439502,0.031634603,0.17830469,0.049007747,0.040031627,0.101706415,0.040538974,0.045887534,0.030617192,0.05813156,0.03332787
483,0.069084585,0.033656243,0.059922084,0.054242246,0.102273814,0.09799729,0.054271627,0.054954775,0.06901612,0.06802717,0.09729851,0.06194262,0.05781902,0.044035416,0.075458474
484,0.057665315,0.04583195,0.07739287,0.049822904,0.07778297,0.09723818,0.047776666,0.055305157,0.081345014,0.061664414,0.08464143,0.07662214,0.06467912,0.059170198,0.0630617
485,0.037416995,0.037636466,0.079016864,0.05035149,0.057163343,0.068871595,0.044890407,0.04477252,0.08142153,0.053871613,0.07043336,0.051540077,0.17780188,0.06613107,0.07868076
486,0.06974368,0.039257187,0.042698167,0.13236623,0.040515542,0.06419237,0.09823243,0.04227432,0.082418166,0.14843002,0.050705336,0.051546346,0.043040603,0.04852534,0.046054278
487,0.21711338,0.050203048,0.039586492,0.07561351,0.040771097,0.043944214,0.11188362,0.087239236,0.045134664,0.05981448,0.05611036,0.050966464,0.037231,0.046189908,0.03819861
488,0.03191233,0.46779904,0.03131074,0.031473387,0.02752305,0.026883807,0.024978718,0.03283056,0.02750635,0.0317638,0.019031579,0.105563246,0.027291497,0.0865841,0.027547814
489,0.046229083,0.026720442,0.20415947,0.04261605,0.052578095,0.059887767,0.035551786,0.04395019,0.07506463,0.058212694,0.03726095,0.08591523,0.06269888,0.11845516,0.05069959
490,0.090618655,0.054512057,0.048320457,0.069939874,0.052831292,0.03779082,0.078540914,0.23808892,0.048770286,0.042710487,0.04831389,0.049854342,0.046749335,0.03685132,0.056107406
491,0.09001793,0.04816559,0.07037358,0.036977567,0.036234964,0.062304273,0.09241558,0.09598872,0.055037476,0.08284141,0.04527368,0.095341034,0.05063755,0.090820275,0.04757029
492,0.06273438,0.070728764,0.039447896,0.049949028,0.09279859,0.090105094,0.06648755,0.059673633,0.056730103,0.05222294,0.13458385,0.050554823,0.06244331,0.042810768,0.0687292
493,0.08533447,0.061738428,0.018386656,0.32281378,0.019668395,0.040018298,0.09228787,0.038257055,0.04570021,0.09109965,0.0416622,0.03679164,0.028191993,0.048660308,0.02938908
494,0.038880665,0.06808464,0.038576387,0.03798024,0.04723971,0.056979895,0.03527015,0.05162272,0.051092807,0.06307568,0.045185924,0.30266976,0.05210612,0.061594915,0.0496404
495,0.08371846,0.07493064,0.04724155,0.071069814,0.051177025,0.045955848,0.0948462,0.15674084,0.060687933,0.052781865,0.053508397,0.046978075,0.057921488,0.04548713,0.05695478
496,0.053866588,0.45218247,0.029776568,0.047642764,0.030478787,0.025277238,0.053148992,0.046240684,0.02785681,0.03440647,0.02766811,0.046464983,0.030457895,0.062047843,0.032483775
497,0.053452313,0.092576064,0.052765433,0.04789199,0.06987899,0.09180334,0.04836416,0.051819157,0.059748452,0.0639281,0.08008092,0.09620067,0.06460811,0.06408548,0.06279677
498,0.076281905,0.08413143,0.024562582,0.25678396,0.02312281,0.045518752,0.108724646,0.050424967,0.044152882,0.09406294,0.04130532,0.039590947,0.033481736,0.053243306,0.024611784
499,0.09193605,0.06746833,0.046754345,0.06436683,0.048513304,0.03243627,0.076435745,0.26936522,0.043034323,0.035345312,0.0428018,0.047915865,0.039082743,0.03990968,0.05463418
500,0.07356554,0.053686738,0.051489804,0.14989978,0.031611882,0.04874502,0.10725631,0.04179808,0.056009617,0.1337445,0.041760653,0.052313127,0.047964234,0.07180638,0.038348313
501,0.051510923,0.033998717,0.06805077,0.039663713,0.06513367,0.05714456,0.04004849,0.0589932,0.06462154,0.049046263,0.051068943,0.044082586,0.13859051,0.060633898,0.17741224
502,0.07147372,0.14770652,0.04602011,0.1271829,0.02585416,0.031803682,0.12953834,0.055747174,0.040897395,0.08277478,0.038512275,0.05107946,0.04010097,0.072320364,0.03898815
503,0.037106212,0.3500589,0.05247292,0.041903976,0.03468091,0.031261273,0.033673145,0.042067103,0.035961952,0.0369313,0.028975809,0.06420147,0.060042854,0.0879272,0.06273498
504,0.056220673,0.09904389,0.060261734,0.048632674,0.072125934,0.09007904,0.049732808,0.057540253,0.055857014,0.061328407,0.084221244,0.08124329,0.059227094,0.063867666,0.060618334
505,0.03887995,0.025940636,0.047763694,0.04379919,0.08208179,0.07859929,0.04209239,0.04475116,0.084743395,0.054414656,0.08570839,0.054763146,0.1716137,0.042450894,0.10239763
506,0.061808918,0.028751364,0.07769116,0.05370743,0.10362719,0.093780674,0.04653596,0.049797025,0.09404474,0.05818788,0.071831636,0.06989901,0.066986255,0.05351156,0.069839254
507,0.031950727,0.45540315,0.037304968,0.035114475,0.031481456,0.028566428,0.030498493,0.034251895,0.03044671,0.032479733,0.024743268,0.047852036,0.04773871,0.0827119,0.049456082
508,0.042247117,0.35795733,0.04486445,0.042848054,0.03440193,0.036215436,0.04983255,0.040250834,0.03831908,0.042474627,0.030439861,0.053115215,0.043621056,0.09932584,0.044086594
509,0.06139777,0.10616556,0.073945574,0.08096259,0.040671248,0.03840593,0.11963679,0.07965904,0.045931675,0.0880388,0.052627623,0.058299195,0.041738413,0.06340453,0.049115293
510,0.05909504,0.029839976,0.06105649,0.05557393,0.075311355,0.10278542,0.05022707,0.04096961,0.14059055,0.074844725,0.08133431,0.049359184,0.067172125,0.046283312,0.06555685
511,0.065194756,0.026990494,0.051424477,0.048405495,0.15403122,0.09712245,0.047583204,0.052455284,0.06945873,0.04575904,0.11515727,0.050817594,0.06530844,0.04006294,0.07022863
512,0.032938123,0.53351694,0.027887853,0.04215623,0.01761071,0.020374073,0.036129646,0.03177493,0.026220663,0.030648842,0.015038765,0.060005117,0.025405357,0.07582561,0.024467183
513,0.09625194,0.05971215,0.04815584,0.077448644,0.052348424,0.04448543,0.0975297,0.16035761,0.052667487,0.054027814,0.057216965,0.055412367,0.04890985,0.041289393,0.054186385
514,0.058134805,0.034342002,0.06504654,0.045562506,0.1043591,0.10573385,0.043364383,0.054019764,0.08293733,0.05488451,0.10066364,0.067944795,0.06819479,0.04763262,0.067179404
515,0.05396332,0.2192942,0.05429951,0.06004435,0.03463158,0.038874682,0.07337153,0.05530439,0.044384725,0.06689951,0.033378433,0.07240079,0.04568169,0.099418566,0.04805276
516,0.03549296,0.40146032,0.04599218,0.036368832,0.032380026,0.0305877,0.030322531,0.03070906,0.02921944,0.038305536,0.024988467,0.04594096,0.045638733,0.13657124,0.036022097
517,0.066122204,0.039213594,0.050664466,0.053965237,0.11067518,0.08851172,0.05931622,0.058194853,0.06564298,0.0523467,0.12578933,0.045922227,0.07046733,0.0420201,0.071147814
518,0.058275416,0.029479478,0.075307675,0.045226254,0.15249023,0.078752436,0.047301814,0.056262065,0.06161428,0.04867185,0.084367156,0.061226245,0.07502558,0.05275561,0.07324391
519,0.06763537,0.12833849,0.054372363,0.06118316,0.04877499,0.03465408,0.08039723,0.19216754,0.04371441,0.039755695,0.039637342,0.05526726,0.0393806,0.056216996,0.058504492
520,0.04980633,0.018490283,0.037836008,0.035558008,0.07820023,0.07126372,0.04088184,0.04933294,0.07949201,0.052991048,0.055024385,0.04496443,0.11095235,0.034973197,0.24023329
521,0.04815463,0.26993838,0.04395736,0.06615647,0.033861786,0.030820962,0.11526546,0.0625874,0.034892526,0.054975558,0.033821125,0.05330166,0.039506078,0.06988351,0.042877097
522,0.030561198,0.06739797,0.08036412,0.054059803,0.023335619,0.020535054,0.06972229,0.05708896,0.019336006,0.0659695,0.011922612,0.06374308,0.026642112,0.3868166,0.02250504
523,0.038451392,0.072590224,0.0419592,0.047550246,0.046011724,0.0581443,0.040710583,0.05112065,0.055801764,0.06629521,0.044086948,0.26244998,0.0511637,0.07849935,0.045164682
524,0.058927946,0.17004472,0.06901092,0.06436233,0.041258745,0.039794635,0.08572397,0.066535145,0.044999346,0.07305561,0.04565768,0.078147545,0.042706206,0.067332536,0.052442655
525,0.023530584,0.6573506,0.020935182,0.027743313,0.016214386,0.014807247,0.024292842,0.02192084,0.018129107,0.019852066,0.0121471295,0.044769138,0.020104446,0.05668154,0.0215216
526,0.064652815,0.036387593,0.0655914,0.0675223,0.059611626,0.09037149,0.060935374,0.043226812,0.12730417,0.0905998,0.07405195,0.053904247,0.05735622,0.051728394,0.05675577
527,0.039576784,0.3963055,0.03675113,0.052193727,0.02734208,0.03156164,0.04932546,0.041243307,0.0346413,0.046541836,0.027334047,0.053138252,0.04252954,0.08485934,0.036656022
528,0.06080612,0.024747316,0.06547388,0.04690426,0.1503122,0.08591882,0.04369799,0.053978235,0.06745375,0.049925976,0.081215024,0.06303352,0.07427918,0.04644249,0.0858112
529,0.055222433,0.02596991,0.074812256,0.04793435,0.11889289,0.08538478,0.043533716,0.052864663,0.074761815,0.053583436,0.07820822,0.06751013,0.085002355,0.049103264,0.08721581
530,0.06894423,0.079867564,0.06862874,0.08490194,0.043610852,0.05509885,0.08012889,0.05015221,0.070873916,0.10469511,0.058601175,0.05603886,0.054963708,0.07295718,0.050536796
531,0.038701586,0.03651836,0.1182591,0.054961313,0.07453547,0.084936544,0.027146015,0.042386606,0.098158635,0.07929666,0.032992244,0.080532365,0.09073533,0.07873031,0.062109504
532,0.0741989,0.07250897,0.051426362,0.058163807,0.050562534,0.02918888,0.0979066,0.26578617,0.03974771,0.03358282,0.04633166,0.045920644,0.0342533,0.040764976,0.059656717
533,0.04349894,0.050916765,0.15797192,0.042185176,0.039315946,0.08164205,0.03747793,0.045555938,0.075968996,0.051774893,0.046015974,0.09055082,0.075079516,0.11301922,0.049025957
534,0.044644035,0.025501365,0.06449787,0.036248617,0.064406134,0.060513742,0.03753915,0.051883806,0.07322643,0.048413977,0.048232567,0.043959554,0.13747749,0.04638271,0.21707258
535,0.027879817,0.53390193,0.0356277,0.045918003,0.018740792,0.01660994,0.049024418,0.039079234,0.018304136,0.026534326,0.01815835,0.051961713,0.02910794,0.06364229,0.025509484
536,0.07738745,0.052640192,0.04407196,0.06302344,0.05431512,0.028139193,0.06930062,0.30996367,0.038459253,0.031115364,0.04117731,0.051723912,0.03542436,0.03303567,0.070222534
537,0.06177215,0.046072334,0.05709023,0.070317894,0.05497742,0.08531029,0.06895685,0.046061497,0.11996129,0.095136836,0.07280689,0.047316466,0.06557178,0.054058015,0.054590028
538,0.07298098,0.07635738,0.036385477,0.17625606,0.027510898,0.041054264,0.13968682,0.045816462,0.049650967,0.11615047,0.039908126,0.05054998,0.034520242,0.058450248,0.034721714
539,0.04307294,0.10788833,0.08548995,0.050131526,0.061344072,0.06149275,0.04314331,0.04832376,0.058382638,0.051898755,0.06426477,0.060856264,0.10123459,0.09899979,0.06347651
540,0.08706592,0.08444177,0.05100721,0.10040376,0.029919893,0.03768471,0.16847298,0.06936788,0.046251927,0.070487544,0.058637626,0.048441127,0.041297123,0.06006124,0.04645927
541,0.05635912,0.046727784,0.15609412,0.061155673,0.043284677,0.040932022,0.05538632,0.081461325,0.05278308,0.05802941,0.044979513,0.055435438,0.06969865,0.11653693,0.061135955
542,0.05721187,0.045556165,0.044949777,0.04165893,0.10400901,0.12338381,0.04534247,0.05354077,0.06742615,0.0516657,0.12543203,0.052921534,0.07431831,0.042126875,0.07045659
543,0.053316403,0.04350416,0.09896728,0.046131957,0.097998284,0.10563748,0.04344967,0.052218433,0.05770948,0.048445784,0.11435488,0.050809782,0.065997116,0.053210147,0.06824916
544,0.056865644,0.03886712,0.123590715,0.04065341,0.05468499,0.046765674,0.041776527,0.06720791,0.056796208,0.043961883,0.03973831,0.05521435,0.1082373,0.07383268,0.15180722
545,0.07555473,0.055942494,0.032079987,0.21932866,0.028824085,0.046103332,0.103680305,0.04070694,0.054437835,0.13343881,0.04140365,0.045355115,0.037546474,0.05373294,0.031864617
546,0.058115978,0.073209025,0.20151229,0.059878055,0.045116406,0.037768237,0.04562558,0.054756247,0.04447808,0.057432055,0.061579753,0.047417294,0.06948832,0.0834236,0.06019907
547,0.06318225,0.04124699,0.05531885,0.053091437,0.098856814,0.102760285,0.05377334,0.055070743,0.07227035,0.06228135,0.10754331,0.059491903,0.06290221,0.045583107,0.06662708
548,0.06483332,0.03731029,0.16770408,0.033960696,0.03608333,0.04106878,0.071642205,0.063839644,0.048629653,0.05482656,0.05277162,0.043709382,0.089958064,0.10617198,0.08749037
549,0.05144061,0.039973367,0.094520286,0.06739991,0.058952864,0.0648883,0.054211106,0.05723279,0.07534597,0.066272564,0.06660219,0.044977315,0.116750166,0.061637264,0.07979529
550,0.053956404,0.048631653,0.08255439,0.045609444,0.060730744,0.069372475,0.04586101,0.057003427,0.078164704,0.04954353,0.07494222,0.033702087,0.15560092,0.06693568,0.07739135
551,0.051446214,0.019455347,0.06187889,0.041089877,0.165443,0.092677675,0.034405187,0.045684192,0.07687818,0.04822109,0.0791889,0.06725209,0.086645596,0.041423634,0.08831015
552,0.02835614,0.39561093,0.038339064,0.029841082,0.02433311,0.022862734,0.02422044,0.03886228,0.023412976,0.026801616,0.01654964,0.1280033,0.024995543,0.15403332,0.023777816
553,0.049381733,0.42858803,0.050931614,0.04721593,0.025365172,0.02322429,0.043559894,0.045809064,0.024979044,0.03695569,0.027624136,0.051952936,0.03162874,0.08291109,0.029872565
554,0.05762096,0.07005129,0.049951885,0.11335188,0.03792808,0.059422266,0.08089531,0.045169823,0.07761653,0.14527634,0.041735835,0.073046476,0.0465024,0.05511694,0.04631396
555,0.027382808,0.64027554,0.021357032,0.026905118,0.018312292,0.01610844,0.026753731,0.027966045,0.017051019,0.02215369,0.014467963,0.043552,0.018155642,0.055054765,0.02450397
556,0.08704848,0.060066905,0.030222857,0.22593294,0.025857234,0.041312855,0.11007806,0.047311325,0.051055685,0.09043607,0.054242924,0.04545355,0.036745362,0.054680314,0.039555375
557,0.19358286,0.049942043,0.036843292,0.12216352,0.033904657,0.038835727,0.1085182,0.07482422,0.04541068,0.08278513,0.046607576,0.04031037,0.04347463,0.046357583,0.036439564
558,0.058293946,0.033591855,0.06826148,0.049167864,0.115634784,0.085081235,0.045847107,0.054628283,0.07017094,0.05676962,0.08756758,0.0551031,0.085493326,0.05000364,0.0843853
559,0.07176274,0.06450787,0.061877333,0.13727754,0.02985877,0.038459368,0.12904947,0.05991453,0.05395112,0.08627792,0.04941911,0.05673598,0.048531644,0.06602753,0.04634906
560,0.04281771,0.03957188,0.07316729,0.041183244,0.06390233,0.065102376,0.03552459,0.05435826,0.06508827,0.049078036,0.0647905,0.053879533,0.1554469,0.05903766,0.13705142
561,0.039669894,0.3362983,0.087424695,0.04088864,0.027081005,0.03250047,0.04247724,0.042867288,0.033194963,0.03341595,0.02990185,0.052947327,0.042945843,0.12300181,0.03538472
562,0.056756858,0.049801197,0.08350059,0.0604674,0.06370847,0.09162252,0.045196727,0.05489481,0.09833491,0.06722021,0.061930835,0.06865747,0.077370286,0.060504414,0.060033336
563,0.05602614,0.024799274,0.072947174,0.053799592,0.075132504,0.09321116,0.04750631,0.047349416,0.11552161,0.076504685,0.061304282,0.061861448,0.07603033,0.049874768,0.0881313
564,0.19409168,0.06431817,0.036098756,0.07930567,0.039761297,0.041138846,0.12409965,0.084937565,0.045389768,0.06554927,0.050939426,0.045106325,0.042026836,0.05077413,0.036462534
565,0.056153078,0.050595198,0.044505417,0.043218408,0.087714806,0.13244507,0.047587477,0.052892327,0.06769729,0.06059034,0.12451043,0.06502609,0.06265279,0.043300055,0.06111128
566,0.07730723,0.08474411,0.05094819,0.090693526,0.040058307,0.036636364,0.19374819,0.07140933,0.042174496,0.065347396,0.06519425,0.047569722,0.036713418,0.055654053,0.041801415
567,0.05466143,0.022996433,0.057628445,0.04334609,0.19368891,0.08056641,0.037558112,0.05085161,0.057949807,0.04223107,0.09042196,0.06724503,0.07465477,0.041950412,0.08424951
568,0.05475669,0.06296575,0.07291961,0.04946009,0.06466429,0.07007833,0.05029121,0.053554248,0.07810591,0.05451938,0.07471138,0.042214658,0.12242517,0.074025646,0.07530772
569,0.053661052,0.049914993,0.11010512,0.049896702,0.07365864,0.09758215,0.048109878,0.052713517,0.06255334,0.059003662,0.09249099,0.067789644,0.058862798,0.067560695,0.05609681
570,0.052785806,0.030909045,0.0788773,0.055618357,0.07120162,0.083358385,0.046523612,0.04641562,0.109891534,0.07973185,0.054309487,0.07062978,0.07288339,0.06037222,0.0864919
571,0.061079144,0.05155554,0.08088572,0.07513384,0.050248146,0.08210993,0.06752679,0.046377093,0.09915515,0.08969341,0.057712175,0.05565074,0.059083425,0.06736935,0.05641955
572,0.053312417,0.17224434,0.059045285,0.049382254,0.05598753,0.047793884,0.055280317,0.07548656,0.053456333,0.048057605,0.047472365,0.062451694,0.0688882,0.08560167,0.0655395
573,0.04592558,0.037770998,0.079065345,0.04324352,0.066369966,0.05745017,0.043740015,0.058215175,0.064536564,0.04986029,0.052809846,0.046799775,0.13763556,0.058604855,0.15797238
574,0.05687858,0.037930083,0.05237044,0.048738122,0.09742408,0.11048315,0.04885681,0.051669776,0.078728974,0.062915444,0.10349047,0.06995727,0.06625297,0.045980114,0.06832371
575,0.035489377,0.032520466,0.0637626,0.04014452,0.07831843,0.0732903,0.037094697,0.0456288,0.07283065,0.047444794,0.08488235,0.05333865,0.18527076,0.051341515,0.09864209
576,0.052821577,0.092886485,0.06941072,0.05625815,0.056829784,0.09054589,0.051230606,0.055160932,0.061321154,0.076999985,0.08086018,0.073381335,0.062774815,0.06409011,0.05542825
577,0.086546026,0.06724353,0.03258117,0.21209349,0.026812911,0.042544562,0.107233614,0.045378562,0.053938977,0.08644543,0.054996442,0.04486001,0.03727793,0.058104455,0.04394282
578,0.06637113,0.0795505,0.049960095,0.057892654,0.08104479,0.07174453,0.07363897,0.060458887,0.05857232,0.05389396,0.1056085,0.04642067,0.07259172,0.05083098,0.07142028
579,0.043267973,0.031991433,0.081560805,0.03969758,0.06385288,0.055229627,0.03747908,0.056947276,0.05608408,0.04475126,0.04715918,0.052371375,0.14087579,0.05931039,0.18942122
580,0.05056554,0.017439429,0.11333194,0.04562187,0.05445797,0.10958459,0.036668364,0.046788774,0.08714142,0.055806637,0.057063486,0.09035865,0.08806263,0.08976226,0.057346508
581,0.0688873,0.041662704,0.05128141,0.18444848,0.02889111,0.048099693,0.12715524,0.04862158,0.055210117,0.12783562,0.03975648,0.04737677,0.038806412,0.057137176,0.034829825
582,0.031264212,0.43397552,0.04559223,0.030331617,0.024329204,0.02468238,0.031816047,0.03379903,0.026779843,0.036132805,0.019801235,0.09021011,0.03412119,0.108684726,0.028479781
583,0.05795552,0.034840606,0.06785097,0.049731832,0.115775585,0.087753765,0.048752606,0.05326294,0.069505595,0.05289821,0.09574908,0.054786615,0.0800016,0.04922825,0.08190689
584,0.05412163,0.027470596,0.12099235,0.049186178,0.1331044,0.07696862,0.041579228,0.053901326,0.054744795,0.043152265,0.08064529,0.06396195,0.068331964,0.053639676,0.07819973
585,0.06515622,0.027396772,0.06645836,0.048661336,0.13762367,0.08637343,0.046095774,0.048613865,0.069013104,0.055485975,0.08983324,0.06659307,0.067028284,0.047963735,0.077703156
