,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14
52,0.059032764,0.1018234,0.052508097,0.05725083,0.084369555,0.07072239,0.06366638,0.05873801,0.053710762,0.04977598,0.10548619,0.053186093,0.065079264,0.054390997,0.070259266
53,0.056460176,0.041718535,0.06835157,0.048790958,0.120497115,0.084947444,0.048004128,0.056922298,0.061396193,0.04957673,0.10022167,0.0556592,0.07560144,0.054929778,0.07692281
54,0.06139059,0.040396836,0.10078075,0.060166664,0.06002471,0.082213074,0.05100443,0.048301075,0.09322283,0.07371173,0.051156934,0.06635315,0.07035908,0.07017617,0.07074204
55,0.04955229,0.020689689,0.080479935,0.048231624,0.08126151,0.08858198,0.039945014,0.04040579,0.13923873,0.07076609,0.048732746,0.06593983,0.08184874,0.047490556,0.09683541
56,0.21813041,0.048609745,0.038073365,0.07201798,0.047450446,0.0435594,0.10518829,0.110071085,0.045565736,0.05639891,0.055484507,0.04983287,0.03638615,0.038324606,0.034906514
57,0.06340318,0.026728326,0.05164496,0.049673893,0.15260808,0.08328759,0.047290012,0.054232545,0.062754445,0.049992774,0.09938489,0.05873044,0.07470369,0.042784106,0.08278098
58,0.040952906,0.08190665,0.15688178,0.0472452,0.040131085,0.05040328,0.03839951,0.050395597,0.05325281,0.046445433,0.042141594,0.053244326,0.11487852,0.110022254,0.073699094
59,0.074113846,0.08644499,0.04690747,0.062466424,0.05402087,0.033034734,0.08019119,0.24150026,0.04433751,0.036910564,0.041529883,0.05557027,0.03884063,0.043214433,0.06091693
60,0.060337704,0.044782057,0.058947377,0.051200666,0.10960498,0.088764235,0.056642465,0.060162004,0.06558879,0.049610198,0.11157269,0.052714538,0.06978433,0.047939282,0.072348736
61,0.056948535,0.16097261,0.047241073,0.09072264,0.03295634,0.043317318,0.10501243,0.053777277,0.053991426,0.08668778,0.043478467,0.07071292,0.042476498,0.07207439,0.03963027
62,0.048146494,0.31497425,0.044432554,0.059742212,0.026250107,0.025609488,0.10844363,0.048372466,0.0364674,0.05908546,0.026193177,0.046506997,0.031762052,0.09106924,0.032944527
63,0.043490175,0.27765146,0.054202795,0.03966056,0.04925243,0.041517653,0.039400086,0.045517735,0.04244221,0.04174128,0.037783995,0.060677778,0.06804108,0.08307999,0.07554074
64,0.028062517,0.6119838,0.024230363,0.030949315,0.01869276,0.016130868,0.03624112,0.030300826,0.019210663,0.024845768,0.01811163,0.037559547,0.022918317,0.05606339,0.024699112
65,0.06499102,0.032299154,0.0483401,0.049035385,0.15293218,0.08379412,0.053112257,0.06035888,0.059285752,0.04505116,0.11805535,0.049233843,0.067405224,0.038387157,0.07771846
66,0.048506793,0.017085608,0.04014263,0.03355232,0.08206618,0.06755786,0.036840066,0.050244484,0.07496885,0.04848549,0.05283982,0.044056907,0.11380945,0.035408154,0.2544354
67,0.04505556,0.037606046,0.067173876,0.04099788,0.065191366,0.059364986,0.041568797,0.06059711,0.06833535,0.0474459,0.05626074,0.048664387,0.15936908,0.054865435,0.14750351
68,0.062464517,0.033156447,0.06033329,0.06057021,0.071073845,0.100338265,0.056332115,0.045822233,0.11190275,0.091403484,0.092241526,0.051578972,0.05763668,0.046402335,0.058743346
69,0.042438526,0.039694007,0.07577207,0.047250047,0.06781811,0.06782327,0.04805826,0.05096185,0.07621558,0.06077659,0.074581824,0.05499369,0.1490673,0.059698187,0.08485067
70,0.06565183,0.119724825,0.0606447,0.11916505,0.033783436,0.038930647,0.13214892,0.060751766,0.044583637,0.071219616,0.05276261,0.052782904,0.03905374,0.06760332,0.041193012
71,0.09470035,0.13373922,0.03919225,0.08023236,0.039605036,0.03444621,0.08951257,0.1591784,0.042809453,0.046864323,0.042121675,0.052144073,0.040955767,0.052297432,0.052200858
72,0.05948653,0.045208268,0.051625412,0.046918925,0.08566721,0.1168228,0.047104545,0.052267917,0.06912396,0.07111187,0.111081645,0.06193001,0.06877794,0.046983227,0.065889746
73,0.054654848,0.0775164,0.05311187,0.052147944,0.06181782,0.10706516,0.05190062,0.055612244,0.07366433,0.07178707,0.079816945,0.09261516,0.057252947,0.05872998,0.05230665
74,0.066888526,0.026505684,0.05152467,0.045977745,0.17109473,0.08425783,0.047619846,0.057420045,0.06056717,0.04248069,0.111742325,0.05029424,0.065154746,0.039401878,0.07906986
75,0.06072661,0.024609275,0.09227997,0.056347642,0.06633562,0.084775575,0.057589643,0.048839685,0.10913359,0.082125574,0.06407195,0.06325799,0.06370275,0.052012913,0.074191205
76,0.0586696,0.050666228,0.0797822,0.04941426,0.08527095,0.09658298,0.05108658,0.05110666,0.05810422,0.06536207,0.13182247,0.042327903,0.06442537,0.048706584,0.06667189
77,0.051292315,0.3374922,0.035934813,0.046276644,0.03735991,0.028449526,0.072150856,0.084289804,0.031311445,0.03708924,0.03260965,0.056685552,0.036694553,0.06806164,0.04430187
78,0.05626103,0.11502546,0.054225206,0.06878213,0.041646946,0.06104132,0.07567876,0.04823214,0.07475863,0.09693721,0.045730717,0.08174836,0.054343395,0.073531054,0.0520576
79,0.055620663,0.070142604,0.049051207,0.046750806,0.07135312,0.12680237,0.051952135,0.051749974,0.065709814,0.06258156,0.11795475,0.05796403,0.065693535,0.047280412,0.05939301
80,0.068025276,0.10054503,0.03809791,0.15994845,0.030329037,0.04142734,0.124597825,0.04965559,0.05402587,0.097647116,0.03781714,0.060548797,0.03941834,0.056733336,0.04118292
81,0.061263762,0.10126756,0.051692516,0.05262959,0.07182508,0.08185227,0.061480384,0.065723024,0.054880712,0.054596625,0.097891405,0.052275036,0.06406616,0.06054871,0.06800708
82,0.15334547,0.061003573,0.045326814,0.07928097,0.03206463,0.035858773,0.16399471,0.13093571,0.044032577,0.05265277,0.049526814,0.040834315,0.036388088,0.041456364,0.03329841
83,0.050972838,0.06382923,0.062014654,0.05151595,0.06604081,0.09045638,0.049436312,0.05291063,0.07778262,0.07345875,0.07638564,0.097426854,0.062749565,0.06895587,0.056063797
84,0.055503976,0.060938265,0.042406686,0.04778076,0.091938965,0.12024644,0.050642747,0.052571025,0.05506692,0.056053225,0.14250673,0.05499812,0.06273372,0.042124245,0.064488165
85,0.034798574,0.025769949,0.044325598,0.04429788,0.079657786,0.07608345,0.040955503,0.040404674,0.082134835,0.056647692,0.089040115,0.05357097,0.19897006,0.041204873,0.09213807
86,0.055535924,0.05013172,0.09346009,0.0577719,0.11031552,0.067268185,0.057625487,0.059842907,0.05688938,0.05381694,0.10135056,0.043518048,0.07254855,0.06219108,0.05773373
87,0.05298605,0.03938736,0.10103347,0.048458572,0.09359171,0.08315499,0.04174126,0.049182877,0.075104155,0.056444857,0.079860374,0.056343734,0.08821258,0.064758554,0.06973944
88,0.057001334,0.033777736,0.06302401,0.05163646,0.059404064,0.09582591,0.05342162,0.04226259,0.15300424,0.0769847,0.07449244,0.054812077,0.07027526,0.049342718,0.06473493
89,0.061079934,0.043788806,0.06356962,0.051761344,0.1283831,0.076743856,0.05379428,0.05596545,0.059607837,0.04827629,0.102657855,0.049919378,0.077091925,0.048800692,0.07855956
90,0.06906547,0.11216967,0.045266833,0.060636386,0.051278345,0.033673108,0.10842098,0.2025264,0.039986216,0.04045924,0.046577618,0.047827456,0.039598495,0.048409786,0.054104026
91,0.056626286,0.033610437,0.20465802,0.042169154,0.0823696,0.061577685,0.04486521,0.055714548,0.047673374,0.057787918,0.059116933,0.049739104,0.0543575,0.10009829,0.049635988
92,0.07445201,0.12203986,0.04398501,0.05536271,0.056116585,0.033311542,0.07995431,0.2129747,0.041442517,0.034965366,0.042254206,0.05442153,0.038235832,0.05148396,0.058999915
93,0.0598813,0.03192036,0.05996502,0.04552727,0.15558982,0.08450273,0.047613602,0.058061816,0.06168417,0.045586303,0.098083965,0.055474006,0.07334242,0.04312409,0.07964314
94,0.07027404,0.092328094,0.04879425,0.057963617,0.04234249,0.030923326,0.07267642,0.2761307,0.043135904,0.034226578,0.036403086,0.050124213,0.041280784,0.04608228,0.057314247
95,0.054362383,0.0481236,0.10173962,0.05568342,0.056293454,0.10298745,0.048466217,0.046756476,0.078924514,0.07360596,0.07836831,0.07693981,0.05563913,0.06763205,0.054477602
96,0.05110365,0.017901953,0.037927706,0.034453288,0.07637268,0.06852689,0.040218383,0.049601506,0.081737675,0.051043443,0.050348144,0.045149293,0.10823537,0.034890592,0.2524894
97,0.03608816,0.47716525,0.033837058,0.044561688,0.020514566,0.025229488,0.04289874,0.034633048,0.026719725,0.039015148,0.01855153,0.05031929,0.028546935,0.09215844,0.029760977
98,0.019421058,0.7437944,0.0140650375,0.021848815,0.0112500405,0.011082831,0.019277548,0.018035479,0.011893108,0.018246725,0.010142326,0.02822242,0.012735601,0.043573912,0.016410766
99,0.054849643,0.04985835,0.13386802,0.089921355,0.042438395,0.06089447,0.0652399,0.039011434,0.06970563,0.10781615,0.047562253,0.06379869,0.051281188,0.07324409,0.05051043
100,0.06967383,0.056699693,0.09231008,0.06146296,0.08725658,0.06087449,0.06696635,0.060746625,0.054730624,0.058498245,0.10395354,0.04005814,0.06289364,0.05602902,0.06784621
101,0.06497811,0.034530744,0.06744789,0.05455081,0.08500907,0.094680965,0.05365137,0.054537363,0.086595215,0.05964182,0.08757248,0.069752686,0.066655055,0.055420745,0.06497563
102,0.038725097,0.4621685,0.030164251,0.0417289,0.030170789,0.026034493,0.047767643,0.04427166,0.026285568,0.033241086,0.024679681,0.05472096,0.029460756,0.07399156,0.036589034
103,0.07446252,0.09061716,0.052947614,0.06315428,0.047339752,0.030882828,0.0971236,0.2216394,0.03958,0.03791149,0.044301406,0.04805098,0.039074242,0.04839767,0.064516984
104,0.07294999,0.14329916,0.061572257,0.07582082,0.031477194,0.03525249,0.13810402,0.07248454,0.040532872,0.053330842,0.042610306,0.057763968,0.045038223,0.081641704,0.048121676
105,0.056562606,0.06405077,0.05479356,0.045358557,0.09108391,0.099615276,0.05067495,0.05608669,0.0669944,0.052623414,0.106440485,0.055502534,0.08005319,0.051415693,0.06874394
106,0.046159428,0.054629352,0.10206977,0.04259753,0.051775303,0.05427682,0.042014364,0.058558326,0.06606292,0.045323078,0.047817368,0.05587547,0.12088511,0.07397131,0.13798386
107,0.05516922,0.022394521,0.063063696,0.043908693,0.1948168,0.07911794,0.04077469,0.052560795,0.05723662,0.04176304,0.09241115,0.06322683,0.07134649,0.041568987,0.080640495
108,0.05865251,0.049344666,0.04566328,0.044125862,0.10329664,0.11609306,0.045594577,0.05253964,0.07183584,0.05422199,0.1160453,0.056277942,0.07114384,0.044258855,0.070905946
109,0.050503567,0.018534886,0.03916194,0.035038933,0.08043633,0.067424506,0.040230446,0.050711367,0.07399615,0.048781574,0.05398463,0.04513581,0.115694046,0.035373874,0.24499199
110,0.045976806,0.05172304,0.13581948,0.04401787,0.056521107,0.07216771,0.041827876,0.05463952,0.07262473,0.051417243,0.05072524,0.10032802,0.0649303,0.10103909,0.05624195
111,0.062326442,0.029033305,0.058884516,0.04956975,0.06730872,0.07327474,0.051910218,0.054940525,0.084199995,0.063911095,0.06966751,0.040936776,0.11657862,0.04767705,0.12978074
112,0.08074026,0.07847656,0.04822899,0.06051896,0.050697375,0.02865504,0.08063559,0.2791183,0.038462043,0.033497605,0.04110219,0.04802651,0.038537774,0.038406804,0.05489602
113,0.06450262,0.028853493,0.063392304,0.048123676,0.15108061,0.07525145,0.05537846,0.06331164,0.06072586,0.042982195,0.09803415,0.05142924,0.06803829,0.041240826,0.08765513
114,0.059506595,0.022340447,0.056081023,0.042250343,0.1950371,0.08532738,0.03948424,0.05108321,0.062517025,0.040818833,0.09930196,0.051113013,0.07597788,0.039719693,0.07944127
115,0.19875014,0.051876705,0.032095518,0.07901422,0.04098953,0.04333194,0.13853563,0.09543151,0.04209858,0.058422003,0.061736733,0.04372047,0.03661835,0.03904591,0.038332745
116,0.0562995,0.032730557,0.059691694,0.051674582,0.12349328,0.08677494,0.04649135,0.052765265,0.06804792,0.059863128,0.08642178,0.06898931,0.076434344,0.047891274,0.08243106
117,0.051364165,0.022012291,0.06851138,0.055192422,0.052860543,0.090995185,0.04572619,0.03354342,0.18252125,0.096026525,0.05462052,0.06302041,0.06941151,0.04746778,0.06672632
118,0.20095296,0.05214088,0.032204714,0.092551164,0.03611674,0.04562934,0.12741737,0.08005477,0.046914723,0.070186734,0.05660498,0.04551704,0.035186328,0.04222489,0.036297318
119,0.05952959,0.02730859,0.06700241,0.045261484,0.13198741,0.09574303,0.03803665,0.052296225,0.083602495,0.049195297,0.08732802,0.06772582,0.07142172,0.047919016,0.07564224
120,0.05433994,0.048976306,0.1478734,0.04792031,0.052778218,0.073508345,0.034659456,0.048448317,0.06619146,0.058538884,0.037045725,0.083604544,0.083972625,0.08932426,0.0728182
121,0.070557274,0.14089403,0.052043162,0.09357011,0.031881798,0.03272664,0.16459663,0.07369343,0.039497435,0.060454775,0.051867045,0.04591446,0.035318278,0.06213667,0.0448483
122,0.0826528,0.08474298,0.075652376,0.11775712,0.029972669,0.04404175,0.12461501,0.06517242,0.0484146,0.07041117,0.05349044,0.047982242,0.04013145,0.06572612,0.049236916
123,0.020582713,0.6730303,0.020821221,0.020516876,0.01594457,0.013700583,0.01853171,0.020882603,0.015128833,0.018724004,0.010739967,0.04128824,0.023104994,0.061779466,0.025223885
124,0.061488077,0.042412058,0.047036532,0.04667739,0.098339394,0.11489665,0.04924152,0.0510248,0.07850852,0.062435254,0.11045771,0.06373652,0.06326239,0.043474376,0.06700877
125,0.07604974,0.03943613,0.038124967,0.22474381,0.039493263,0.05583463,0.081535846,0.04325435,0.0605993,0.12016119,0.047393244,0.046343725,0.040835775,0.047693186,0.038500894
126,0.061161157,0.050867256,0.08265371,0.0866271,0.04633175,0.07576119,0.07178693,0.046794202,0.0952054,0.09523866,0.05324121,0.05785608,0.0596164,0.067049354,0.049809642
127,0.0650341,0.02649297,0.054904602,0.047034226,0.16690935,0.08307474,0.046201568,0.059363104,0.06463653,0.043694343,0.09376599,0.058670793,0.06925927,0.04106348,0.079894915
128,0.060418047,0.043092765,0.061338928,0.052208375,0.07660134,0.102332875,0.052733183,0.055059366,0.08076138,0.06527121,0.086895615,0.0773806,0.06498577,0.056696184,0.06422438
129,0.052879803,0.031642925,0.08704807,0.04547931,0.10875431,0.081041366,0.042491194,0.04841405,0.07653629,0.054588735,0.07549958,0.065114744,0.09135031,0.054689355,0.08447
130,0.058123656,0.02474308,0.07486566,0.047892224,0.08578527,0.0984872,0.04615748,0.048329618,0.109983005,0.06482525,0.061381415,0.07536413,0.07136116,0.049576342,0.08312445
131,0.06808708,0.067985885,0.044193674,0.15376072,0.033034705,0.048992436,0.120677955,0.045611076,0.064193964,0.12003288,0.04643047,0.045217913,0.044253677,0.05756464,0.039962962
132,0.045709573,0.057392348,0.05246306,0.049575306,0.0542184,0.07249921,0.0378845,0.051884778,0.06944201,0.06803385,0.053704258,0.20109138,0.054343197,0.080045134,0.05171299
133,0.0734389,0.09239088,0.062276155,0.0634618,0.05366358,0.035768002,0.086731456,0.18476647,0.047712203,0.04129991,0.045761056,0.052487932,0.040392596,0.05627116,0.06357788
134,0.055901546,0.05698211,0.061193265,0.07198902,0.041484244,0.067070864,0.055855814,0.047089253,0.097812794,0.11127555,0.047882132,0.098171696,0.062452782,0.062401857,0.062437158
135,0.06804089,0.18560864,0.052071597,0.06369234,0.026774822,0.030219002,0.1087798,0.06196508,0.031612962,0.07356874,0.02635896,0.05239471,0.036931377,0.15240707,0.029574018
136,0.032792445,0.043429084,0.3896078,0.05023481,0.045023065,0.047723006,0.023099076,0.03441552,0.032292612,0.036885817,0.042270284,0.05860541,0.0394587,0.08169153,0.04247082
137,0.031077774,0.017717654,0.4044262,0.035339914,0.034355834,0.046184413,0.02390821,0.036977913,0.048139326,0.063892275,0.026206728,0.052485783,0.042496633,0.09849636,0.03829495
138,0.07803756,0.12930894,0.045102436,0.11671411,0.03232905,0.040625334,0.13787314,0.06833151,0.045107227,0.067426525,0.04227098,0.046846822,0.04190443,0.07108127,0.03704064
139,0.05703415,0.021204608,0.06383299,0.04558917,0.17562439,0.0824088,0.039751973,0.04946104,0.06550424,0.048135553,0.085392624,0.06492452,0.07527578,0.042642947,0.083217196
140,0.050843727,0.01773328,0.07714477,0.06926453,0.07755257,0.099166065,0.051260028,0.03616536,0.12045917,0.07222126,0.06906664,0.048824277,0.08487487,0.037750967,0.08767252
141,0.07574148,0.061191637,0.04783996,0.05345863,0.050927643,0.028864013,0.08307338,0.30591047,0.03709773,0.031912703,0.042985603,0.042379122,0.03821019,0.036670282,0.06373713
142,0.052551012,0.022916535,0.065916084,0.0433787,0.13134153,0.089754686,0.037252862,0.047744147,0.08412648,0.054245632,0.07401012,0.078645885,0.081108876,0.047722574,0.089284874
143,0.048806034,0.06658285,0.24097762,0.07428181,0.027281469,0.030237442,0.070098355,0.051070414,0.032983307,0.058781367,0.034469835,0.05415875,0.036354866,0.13536862,0.038547352
144,0.11157183,0.068870276,0.043382842,0.077719145,0.04753775,0.047798056,0.10376841,0.148012,0.061196033,0.055320572,0.055249643,0.047164295,0.04749081,0.0399629,0.04495546
145,0.07093902,0.04869706,0.053968575,0.058510784,0.10233423,0.07112403,0.07750887,0.06414292,0.058377218,0.049800664,0.12703407,0.042763054,0.06176639,0.04416995,0.06886315
146,0.06149257,0.04280451,0.06612764,0.050597318,0.094609424,0.09043182,0.05384532,0.05793312,0.07244678,0.057357583,0.0905253,0.06849049,0.06820799,0.056121033,0.06900916
147,0.062252212,0.16225326,0.047406916,0.054152418,0.048303913,0.033045735,0.08142843,0.1834305,0.04183677,0.03261634,0.042849246,0.04860889,0.04288173,0.057901468,0.061032105
148,0.066707775,0.049061965,0.05209134,0.054466944,0.10450147,0.08378286,0.06412006,0.06258375,0.05932293,0.05055563,0.12272405,0.04658676,0.067252785,0.047528155,0.0687135
